tf_gene_name	uniprot_id	uniprot_ac	gene_names	tf_superclass	tf_class	tf_family	tf_subfamily	tf_genus	tf_molecular_species	cisbp_families	cisbp_dbds
PROP1	PROP1_HUMAN	O75360	PROP1	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	PROP{3.1.3.20}	PROP-1{3.1.3.20.1}		Homeodomain	Homeobox
PROX1	PROX1_HUMAN	Q92786	PROX1	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	HD-PROS factors{3.1.7}	PROX-1{3.1.7.0.1}	PROX-1{3.1.7.0.1}		Prospero	HPD
PRRX1	PRRX1_HUMAN	P54821	PRRX1:PMX1	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	PRRX{3.1.3.21}	PRRX-1 (PHOX1, PMX1){3.1.3.21.1}	PMX1-A{3.1.3.21.1.1}:PMX1-B{3.1.3.21.1.2}	Homeodomain	Homeobox
PRRX2	PRRX2_HUMAN	Q99811	PRRX2:PMX2:PRX2	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	PRRX{3.1.3.21}	PRRX-2 (PMX2, PRX2){3.1.3.21.2}		Homeodomain	Homeobox
PTF1A	PTF1A_HUMAN	Q7RTS3	PTF1A:BHLHA29:PTF1P48	Basic domains{1}	Basic helix-loop-helix factors (bHLH){1.2}	Tal-related factors{1.2.3}	Twist-like factors{1.2.3.2}	PTF-1a{1.2.3.2.7}		bHLH	HLH
PURA	PURA_HUMAN	Q00577	PURA:PUR1	Yet undefined DNA-binding domains{0}	Uncharacterized{0.0}	PUR{0.0.5}	Pur-alpha (PURA, PUR1){0.0.5.0.1}	Pur-alpha (PURA, PUR1){0.0.5.0.1}			
Pax4	PAX4_MOUSE	P32115	Pax4:Pax-4	Helix-turn-helix domains{3}	Paired box factors{3.2}	Paired plus homeo domain{3.2.1}	PAX-4/6{3.2.1.2}	Pax-4{3.2.1.2.1}	Pax-4, isoform 1{3.2.1.2.1.1}:Pax-4, isoform 2{3.2.1.2.1.2}:Pax-4, isoform 3{3.2.1.2.1.3}		
Pax6	PAX6_MOUSE	P63015	Pax6:Pax-6:Sey	Helix-turn-helix domains{3}	Paired box factors{3.2}	Paired plus homeo domain{3.2.1}	PAX-4/6{3.2.1.2}	Pax-6 (AN2){3.2.1.2.2}	Pax-6, isoform 1{3.2.1.2.2.1}:Pax-6, isoform 3 (p32){3.2.1.2.2.2}:Pax-6-5a, isoform 5a{3.2.1.2.2.3}	Homeodomain	Paired box	Homeobox	PAX
Pax7	PAX7_MOUSE	P47239	Pax7:Pax-7	Helix-turn-helix domains{3}	Paired box factors{3.2}	Paired plus homeo domain{3.2.1}	PAX-3/7{3.2.1.1}	Pax-7 (HuP1){3.2.1.1.2}		Homeodomain	Paired box	Homeobox	PAX
Pbx1	PBX1_MOUSE	P41778	Pbx1:Pbx-1	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	TALE-type homeo domain factors{3.1.4}	PBX{3.1.4.4}	PBX-1{3.1.4.4.1}	PBX-1a{3.1.4.4.1.1}:PBX-1b{3.1.4.4.1.2}	Homeodomain	Homeobox
Pgr	PRGR_MOUSE	Q00175	Pgr:Nr3c3:Pr	Zinc-coordinating DNA-binding domains{2}	Nuclear receptors with C4 zinc fingers{2.1}	Steroid hormone receptors (NR3){2.1.1}	GR-like receptors (NR3C){2.1.1.1}	Progesterone receptor (PR) (NR3C3){2.1.1.1.3}		Nuclear receptor	zf-C4
Phox2a	PHX2A_MOUSE	Q62066	Phox2a:Arix:Phox2:Pmx2:Pmx2a	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	PHOX{3.1.3.18}	PHOX-2A (ARIX, PMX2A){3.1.3.18.1}		Homeodomain	Homeobox
Phox2b	PHX2B_MOUSE	O35690	Phox2b:Pmx2b	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	PHOX{3.1.3.18}	PHOX-2B (PMX2B){3.1.3.18.2}		Homeodomain	Homeobox
Pitx1	PITX1_MOUSE	P70314	Pitx1:Bft:Potx:Ptx1	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	PITX{3.1.3.19}	PITX-1 (BFT, PTX1){3.1.3.19.1}		Homeodomain	Homeobox
Pitx2	PITX2_MOUSE	P97474	Pitx2:Arp1:Brx1:Otlx2:Ptx2:Rgs	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	PITX{3.1.3.19}	PITX-2 (ARP, RGS, RIEG1, Ptx2){3.1.3.19.2}	Ptx2A{3.1.3.19.2.1}:Ptx2B{3.1.3.19.2.2}:Ptx2C{3.1.3.19.2.3}:Ptx2Calpha{3.1.3.19.2.4}:Ptx2Cbeta{3.1.3.19.2.5}	Homeodomain	Homeobox
Pitx3	PITX3_MOUSE	O35160	Pitx3	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	PITX{3.1.3.19}	PITX-3 (PTX3){3.1.3.19.3}		Homeodomain	Homeobox
Pknox1	PKNX1_MOUSE	O70477	Pknox1	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	TALE-type homeo domain factors{3.1.4}	PKNOX{3.1.4.5}	PKNOX-1 (PREP-1){3.1.4.5.1}		Homeodomain	Homeobox
Pknox2	PKNX2_MOUSE	Q8BG99	Pknox2:Prep2	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	TALE-type homeo domain factors{3.1.4}	PKNOX{3.1.4.5}	PKNOX-2 (PREP-2){3.1.4.5.2}		Homeodomain	Homeobox
Pou1f1	PIT1_MOUSE	Q00286	Pou1f1:Pit-1:Pit1	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	POU domain factors{3.1.10}	POU1 (Pit-1-like factors){3.1.10.1}	POU1F1 (Pit-1, GHF-1){3.1.10.1.1}	POU1F1, isoform 1 (Pit-1){3.1.10.1.1.1}:POU1F1, isoform 2 (Pit-1T){3.1.10.1.1.2}:POU1F1, isoform 3 (Pit-1a){3.1.10.1.1.3}	Homeodomain	POU	Homeobox	Pou
Pou2f1	PO2F1_MOUSE	P25425	Pou2f1:Oct-1:Otf-1:Otf1	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	POU domain factors{3.1.10}	POU2 (Oct-1/2-like factors){3.1.10.2}	POU2F1 (Oct-1, OTF-1){3.1.10.2.1}	POU2F1, isoform 1 (Oct-1A){3.1.10.2.1.1}:POU2F1, isoform 10 (Oct-1Z){3.1.10.2.1.10}:POU2F1, isoform 11{3.1.10.2.1.11}:POU2F1, isoform 12{3.1.10.2.1.12}:POU2F1, isoform 2 (Oct-1B){3.1.10.2.1.2}:POU2F1, isoform 3 (Oct-1C){3.1.10.2.1.3}:POU2F1, isoform 4{3.1.10.2.1.4}:POU2F1, isoform 5 (Oct-1R){3.1.10.2.1.5}:POU2F1, isoform 6{3.1.10.2.1.6}:POU2F1, isoform 7{3.1.10.2.1.7}:POU2F1, isoform 8{3.1.10.2.1.8}:POU2F1, isoform 9{3.1.10.2.1.9}	Homeodomain	POU	Homeobox	Pou
Pou2f2	PO2F2_MOUSE	Q00196	Pou2f2:Oct2:Otf2	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	POU domain factors{3.1.10}	POU2 (Oct-1/2-like factors){3.1.10.2}	POU2F2 (Oct-2, OTF-2){3.1.10.2.2}	POU2F2, isoform 1 (OCT2.1){3.1.10.2.2.1}:POU2F2, isoform 2 (OCT2.2){3.1.10.2.2.2}:POU2F2, isoform 3 (OCT2.3){3.1.10.2.2.3}:POU2F2, isoform 4 (OCT2.4){3.1.10.2.2.4}:POU2F2, isoform 5 (OCT2.5){3.1.10.2.2.5}:POU2F2, isoform 6 (OCT2.6){3.1.10.2.2.6}:POU2F2, isoform 7 (OCT2.7){3.1.10.2.2.7}	Homeodomain	POU	Homeobox	Pou
Pou2f3	PO2F3_MOUSE	P31362	Pou2f3:Epoc1:Oct11:Otf-11:Otf11	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	POU domain factors{3.1.10}	POU2 (Oct-1/2-like factors){3.1.10.2}	POU2F3 (Oct-11, OTF-11, Skn-1){3.1.10.2.3}		Homeodomain	POU	Homeobox	Pou
Pou3f1	PO3F1_MOUSE	P21952	Pou3f1:Oct6:Otf-6:Otf6:Scip	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	POU domain factors{3.1.10}	POU3 (Oct-6-like factors){3.1.10.3}	POU3F1 (Oct-6, OTF-6, SCIP){3.1.10.3.1}			
Pou3f2	PO3F2_MOUSE	P31360	Pou3f2:Brn-2:Brn2:Otf7	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	POU domain factors{3.1.10}	POU3 (Oct-6-like factors){3.1.10.3}	POU3F2 (Oct-7, OTF-7, Brn-2){3.1.10.3.2}		Homeodomain	POU	Homeobox	Pou
Pou3f3	PO3F3_MOUSE	P31361	Pou3f3:Brn-1:Brn1:Otf8	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	POU domain factors{3.1.10}	POU3 (Oct-6-like factors){3.1.10.3}	POU3F3 (Oct-8, OTF-8, Brn-1){3.1.10.3.3}		Homeodomain	POU	Homeobox	Pou
Pou3f4	PO3F4_MOUSE	P62515	Pou3f4:Brn-4:Brn4:Otf9	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	POU domain factors{3.1.10}	POU3 (Oct-6-like factors){3.1.10.3}	POU3F4 (Oct-9, OTF-9, Brn-4){3.1.10.3.4}		Homeodomain	POU	Homeobox	Pou
Pou4f1	PO4F1_MOUSE	P17208	Pou4f1:Brn-3:Brn3:Brn3a	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	POU domain factors{3.1.10}	POU4 (Brn-3-like factors){3.1.10.4}	POU4F1 (Brn-3A, Oct-T1){3.1.10.4.1}		Homeodomain	POU	Homeobox	Pou
Pou4f3	PO4F3_MOUSE	Q63955	Pou4f3:Brn-3.1:Brn-3c:Brn3c	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	POU domain factors{3.1.10}	POU4 (Brn-3-like factors){3.1.10.4}	POU4F3 (Brn-3C){3.1.10.4.3}		Homeodomain	POU	Homeobox	Pou
Pou6f1	PO6F1_MOUSE	Q07916	Pou6f1:Emb	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	POU domain factors{3.1.10}	POU6 (Brn-5-like factors){3.1.10.6}	POU6F1 (Brn-5){3.1.10.6.1}	POU6F1, isoform C2{3.1.10.6.1.1}:POU6F1, isoform C1{3.1.10.6.1.2}:POU6F1, isoform C7{3.1.10.6.1.3}	Homeodomain	Homeobox
Pparg	PPARG_MOUSE	P37238	Pparg:Nr1c3	Zinc-coordinating DNA-binding domains{2}	Nuclear receptors with C4 zinc fingers{2.1}	Thyroid hormone receptor-related factors (NR1){2.1.2}	PPAR (NR1C){2.1.2.5}	PPARgamma (NR1C3){2.1.2.5.3}	PPARgamma1, isoform 1{2.1.2.5.3.1}:PPARgamma2, isoform 2{2.1.2.5.3.2}		
Prop1	PROP1_MOUSE	P97458	Prop1:Prop-1	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	PROP{3.1.3.20}	PROP-1{3.1.3.20.1}		Homeodomain	Homeobox
Prrx1	PRRX1_MOUSE	P63013	Prrx1:Pmx:Pmx1	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	PRRX{3.1.3.21}	PRRX-1 (PHOX1, PMX1){3.1.3.21.1}	PRRX-1, isoform 1 (K2-a){3.1.3.21.1.1}:PRRX-1, isoform 2 (K2-b){3.1.3.21.1.2}	Homeodomain	Homeobox
Prrx2	PRRX2_MOUSE	Q06348	Prrx2:Prx2:S8	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	PRRX{3.1.3.21}	PRRX-2 (PMX2, PRX2){3.1.3.21.2}		Homeodomain	Homeobox
RAD21	RAD21_HUMAN	O60216	RAD21:HR21:KIAA0078:NXP1:SCC1								
RAD51	RAD51_HUMAN	Q06609	RAD51:RAD51A:RECA								
RARA	RARA_HUMAN	P10276	RARA:NR1B1	Zinc-coordinating DNA-binding domains{2}	Nuclear receptors with C4 zinc fingers{2.1}	Thyroid hormone receptor-related factors (NR1){2.1.2}	Retinoic acid receptors (NR1B){2.1.2.1}	RAR-alpha (NR1B1){2.1.2.1.1}	RAR-alpha1{2.1.2.1.1.1}:RAR-alpha2{2.1.2.1.1.2}:RAR-alpha1-DelBC{2.1.2.1.1.3}	Nuclear receptor	zf-C4
RARB	RARB_HUMAN	P10826	RARB:HAP:NR1B2	Zinc-coordinating DNA-binding domains{2}	Nuclear receptors with C4 zinc fingers{2.1}	Thyroid hormone receptor-related factors (NR1){2.1.2}	Retinoic acid receptors (NR1B){2.1.2.1}	RAR-beta (NR1B2){2.1.2.1.2}	RAR-beta1{2.1.2.1.2.1}:RAR-beta2{2.1.2.1.2.2}:RAR-beta3{2.1.2.1.2.3}:RAR-beta4{2.1.2.1.2.4}	Nuclear receptor	zf-C4
RARG	RARG_HUMAN	P13631	RARG:NR1B3	Zinc-coordinating DNA-binding domains{2}	Nuclear receptors with C4 zinc fingers{2.1}	Thyroid hormone receptor-related factors (NR1){2.1.2}	Retinoic acid receptors (NR1B){2.1.2.1}	RAR-gamma (NR1B3){2.1.2.1.3}	RAR-gamma, isoform 1{2.1.2.1.3.1}:RAR-gamma, isoform 2{2.1.2.1.3.2}:RAR-gamma, isoform 3{2.1.2.1.3.3}:RAR-gamma, isoform 4{2.1.2.1.3.4}	Nuclear receptor	zf-C4
RAX2	RAX2_HUMAN	Q96IS3	RAX2:QRX:RAXL1	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	RAX{3.1.3.22}	RAX-2 (RAX-L1, QRX){3.1.3.22.2}		Homeodomain	Homeobox
RAXL1	RAX2_HUMAN	Q96IS3	RAX2:QRX:RAXL1	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	RAX{3.1.3.22}	RAX-2 (RAX-L1, QRX){3.1.3.22.2}		Homeodomain	Homeobox
RB1	RB_HUMAN	P06400	RB1								
RBAK	RBAK_HUMAN	Q9NYW8	RBAK:ZNF769	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	More than 3 adjacent zinc finger factors{2.3.3}	unclassified{2.3.3.0}	RBAK (ZNF769) [16]{2.3.3.0.196}	RBAK, isoform 1{2.3.3.0.196.1}:RBAK, isoform 2{2.3.3.0.196.2}	C2H2 ZF	zf-C2H2
RBBP5	RBBP5_HUMAN	Q15291	RBBP5:RBQ3								
RBPJ	SUH_HUMAN	Q06330	RBPJ:IGKJRB:IGKJRB1:RBPJK:RBPSUH	Immunoglobulin fold{6}	Rel homology region (RHR) factors{6.1}	CSL-related factors{6.1.4}	M{6.1.4.1}	RBP-Jkappa{6.1.4.1.1}	RBP-Jkappa, isoform APCR-2{6.1.4.1.1.1}:RBP-Jkappa, isoform APCR-1{6.1.4.1.1.2}:RBP-Jkappa, isoform APCR-3{6.1.4.1.1.3}:RBP-Jkappa, isoform 4{6.1.4.1.1.4}:RBP-Jkappa, isoform 5{6.1.4.1.1.5}:RBP-Jkappa, isoform 6{6.1.4.1.1.6}:RBP-Jkappa, isoform 7{6.1.4.1.1.7}	CSL	LAG1-DNAbind
RCOR1	RCOR1_HUMAN	Q9UKL0	RCOR1:KIAA0071:RCOR	Helix-turn-helix domains{3}	Tryptophan cluster factors{3.5}	Myb/SANT domain factors{3.5.1}	NCoR-like factors{3.5.1.2}	RCoR1{3.5.1.2.3}			
REL	REL_HUMAN	Q04864	REL	Immunoglobulin fold{6}	Rel homology region (RHR) factors{6.1}	NF-kappaB-related factors{6.1.1}	NF-kappaB p65 subunit-like factors{6.1.1.2}	c-Rel{6.1.1.2.3}			
RELA	TF65_HUMAN	Q04206	RELA:NFKB3	Immunoglobulin fold{6}	Rel homology region (RHR) factors{6.1}	NF-kappaB-related factors{6.1.1}	NF-kappaB p65 subunit-like factors{6.1.1.2}	NF-kappaB p65 (RelA){6.1.1.2.1}	NF-kappaB p65, isoform 1{6.1.1.2.1.1}:NF-kappaB p65Del, isoform 3{6.1.1.2.1.2}:NF-kappaB p65Del2, isoform 2{6.1.1.2.1.3}:NF-kappaB p65, isoform 4{6.1.1.2.1.4}	Rel	RHD_DNA_bind
RELB	RELB_HUMAN	Q01201	RELB	Immunoglobulin fold{6}	Rel homology region (RHR) factors{6.1}	NF-kappaB-related factors{6.1.1}	NF-kappaB p65 subunit-like factors{6.1.1.2}	RelB (I-Rel){6.1.1.2.2}			
REST	REST_HUMAN	Q13127	REST:NRSF:XBR	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	Factors with multiple dispersed zinc fingers{2.3.4}	unclassified{2.3.4.0}	REST (NRSF, XBR) [1+7+1]{2.3.4.0.27}	REST, isoform 1{2.3.4.0.27.1}:REST, isoform 2 [1+3]{2.3.4.0.27.2}:REST, isoform 3 (N4) [1+4]{2.3.4.0.27.3}:REST, isoform 4 [1+3+3+1]{2.3.4.0.27.4}	C2H2 ZF	zf-C2H2
RFX1	RFX1_HUMAN	P22670	RFX1	Helix-turn-helix domains{3}	Fork head / winged helix factors{3.3}	RFX-related factors{3.3.3}	RFX1 (EF-C){3.3.3.0.1}	RFX1 (EF-C){3.3.3.0.1}		RFX	RFX_DNA_binding
RFX2	RFX2_HUMAN	P48378	RFX2	Helix-turn-helix domains{3}	Fork head / winged helix factors{3.3}	RFX-related factors{3.3.3}	RFX2{3.3.3.0.2}	RFX2{3.3.3.0.2}	RFX2, isoform 1{3.3.3.0.2.1}:RFX2, isoform 2{3.3.3.0.2.2}	RFX	RFX_DNA_binding
RFX3	RFX3_HUMAN	P48380	RFX3	Helix-turn-helix domains{3}	Fork head / winged helix factors{3.3}	RFX-related factors{3.3.3}	RFX3{3.3.3.0.3}	RFX3{3.3.3.0.3}	RFX3, isoform 1{3.3.3.0.3.1}:RFX3, isoform 2{3.3.3.0.3.2}:RFX3, isoform 3{3.3.3.0.3.3}	RFX	RFX_DNA_binding
RFX4	RFX4_HUMAN	Q33E94	RFX4	Helix-turn-helix domains{3}	Fork head / winged helix factors{3.3}	RFX-related factors{3.3.3}	RFX4{3.3.3.0.4}	RFX4{3.3.3.0.4}	RFX4-A, isoform 3{3.3.3.0.4.1}:RFX4-B, isoform 4{3.3.3.0.4.2}:RFX4-C, isoform 2{3.3.3.0.4.3}:RFX4-D, isoform 1{3.3.3.0.4.4}	RFX	RFX_DNA_binding
RFX5	RFX5_HUMAN	P48382	RFX5	Helix-turn-helix domains{3}	Fork head / winged helix factors{3.3}	RFX-related factors{3.3.3}	RFX5{3.3.3.0.5}	RFX5{3.3.3.0.5}		RFX	RFX_DNA_binding
RFX7	RFX7_HUMAN	Q2KHR2	RFX7:RFXDC2	Helix-turn-helix domains{3}	Fork head / winged helix factors{3.3}	RFX-related factors{3.3.3}	RFX7 (RFXDC-2){3.3.3.0.7}	RFX7 (RFXDC-2){3.3.3.0.7}	RFX7, isoform 1{3.3.3.0.7.1}:RFX7, isoform 2{3.3.3.0.7.2}	RFX	RFX_DNA_binding
RHOXF1	RHXF1_HUMAN	Q8NHV9	RHOXF1:OTEX:PEPP1	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	RHOX{3.1.3.23}	RHOXF-1 (OTEX, PEPP-1){3.1.3.23.1}		Homeodomain	Homeobox
RHOXF2	RHXF2_HUMAN	Q9BQY4	RHOXF2:PEPP2:THG1	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	RHOX{3.1.3.23}	RHOXF-2 (PEPP-2, THG){3.1.3.23.2}		Homeodomain	Homeobox
RNF2	RING2_HUMAN	Q99496	RNF2:BAP1:DING:HIPI3:RING1B								
RORA	RORA_HUMAN	P35398	RORA:NR1F1:RZRA	Zinc-coordinating DNA-binding domains{2}	Nuclear receptors with C4 zinc fingers{2.1}	Thyroid hormone receptor-related factors (NR1){2.1.2}	ROR (NR1F){2.1.2.6}	RORalpha (NR1F1){2.1.2.6.1}	RORalpha1{2.1.2.6.1.1}:RORalpha2{2.1.2.6.1.2}:RORalpha3{2.1.2.6.1.3}:RORalpha4{2.1.2.6.1.4}	Nuclear receptor	zf-C4
RORB	RORB_HUMAN	Q92753	RORB:NR1F2:RZRB	Zinc-coordinating DNA-binding domains{2}	Nuclear receptors with C4 zinc fingers{2.1}	Thyroid hormone receptor-related factors (NR1){2.1.2}	ROR (NR1F){2.1.2.6}	RORbeta (NR1F2){2.1.2.6.2}	RORbeta, isoform 1{2.1.2.6.2.1}:RORbeta, isoform 2{2.1.2.6.2.2}		
RORC	RORG_HUMAN	P51449	RORC:NR1F3:RORG:RZRG	Zinc-coordinating DNA-binding domains{2}	Nuclear receptors with C4 zinc fingers{2.1}	Thyroid hormone receptor-related factors (NR1){2.1.2}	ROR (NR1F){2.1.2.6}	RORgamma (NR1F3){2.1.2.6.3}	RORgamma, isoform 1{2.1.2.6.3.1}:RORgamma, isoform 2{2.1.2.6.3.2}	Nuclear receptor	zf-C4
RREB1	RREB1_HUMAN	Q92766	RREB1:FINB	Zinc-coordinating DNA-binding domains{2}	C2H2 zinc finger factors{2.3}	Factors with multiple dispersed zinc fingers{2.3.4}	unclassified{2.3.4.0}	RREB1 (FINB, Zep-1, LZ321) [3+2+1+5+1+1+2]{2.3.4.0.15}	RREB1, isoform 1 (beta){2.3.4.0.15.1}:RREB1, isoform 2 (alpha) [3+2+1+5+2+1+2]{2.3.4.0.15.2}:RREB1, isoform 3 (gamma) [3+2+1+5+2+1]{2.3.4.0.15.3}:RREB1, isoform 4 [1+1+2]{2.3.4.0.15.4}:RREB1, isoform 5 (delta) [3+2+1+5+1]{2.3.4.0.15.5}:RREB1, isoform 6 (epsilon) [3+2]{2.3.4.0.15.6}		
RUNX1	RUNX1_HUMAN	Q01196	RUNX1:AML1:CBFA2	Immunoglobulin fold{6}	Runt domain factors{6.4}	Runt-related factors{6.4.1}	Runx1 (PEBP2alphaB, CBF-alpha2, AML-1){6.4.1.0.2}	Runx1 (PEBP2alphaB, CBF-alpha2, AML-1){6.4.1.0.2}	AML-1A{6.4.1.0.2.1}:AML-1I{6.4.1.0.2.10}:AML-1L{6.4.1.0.2.11}:AML-1B{6.4.1.0.2.2}:AML-1C{6.4.1.0.2.3}:AML-1E{6.4.1.0.2.4}:AML-1FA{6.4.1.0.2.5}:AML-1FB{6.4.1.0.2.6}:AML-1FC{6.4.1.0.2.7}:AML-1G{6.4.1.0.2.8}:AML-1H{6.4.1.0.2.9}	Runt	Runt
RUNX1T1	MTG8_HUMAN	Q06455	RUNX1T1:AML1T1:CBFA2T1:CDR:ETO:MTG8:ZMYND2								
RUNX2	RUNX2_HUMAN	Q13950	RUNX2:AML3:CBFA1:OSF2:PEBP2A	Immunoglobulin fold{6}	Runt domain factors{6.4}	Runt-related factors{6.4.1}	Runx2 (PEBP2alphaA, CBF-alpha1){6.4.1.0.1}	Runx2 (PEBP2alphaA, CBF-alpha1){6.4.1.0.1}	CBF-alpha1a, isoform 1{6.4.1.0.1.1}:Runx2, isoform 2{6.4.1.0.1.2}:CBF-alpha1b, isoform 3{6.4.1.0.1.3}	Runt	Runt
RUNX3	RUNX3_HUMAN	Q13761	RUNX3:AML2:CBFA3:PEBP2A3	Immunoglobulin fold{6}	Runt domain factors{6.4}	Runt-related factors{6.4.1}	Runx3 (PEBP2alphaC, CBF-alpha3, AML-2){6.4.1.0.3}	Runx3 (PEBP2alphaC, CBF-alpha3, AML-2){6.4.1.0.3}	Runx3, isoform 1{6.4.1.0.3.1}:Runx3, isoform 2{6.4.1.0.3.2}	Runt	Runt
RXRA	RXRA_HUMAN	P19793	RXRA:NR2B1	Zinc-coordinating DNA-binding domains{2}	Nuclear receptors with C4 zinc fingers{2.1}	RXR-related receptors (NR2){2.1.3}	Retinoid X receptors (NR2B){2.1.3.1}	RXRalpha (NR2B1){2.1.3.1.1}		Nuclear receptor	zf-C4
RXRB	RXRB_HUMAN	P28702	RXRB:NR2B2	Zinc-coordinating DNA-binding domains{2}	Nuclear receptors with C4 zinc fingers{2.1}	RXR-related receptors (NR2){2.1.3}	Retinoid X receptors (NR2B){2.1.3.1}	RXRbeta (NR2B2){2.1.3.1.2}	RXRbeta, isoform 1{2.1.3.1.2.1}:RXRbeta, isoform 2{2.1.3.1.2.2}	Nuclear receptor	zf-C4
RXRG	RXRG_HUMAN	P48443	RXRG:NR2B3	Zinc-coordinating DNA-binding domains{2}	Nuclear receptors with C4 zinc fingers{2.1}	RXR-related receptors (NR2){2.1.3}	Retinoid X receptors (NR2B){2.1.3.1}	RXRgamma (NR2B3){2.1.3.1.3}		Nuclear receptor	zf-C4
Rara	RARA_MOUSE	P11416	Rara:Nr1b1	Zinc-coordinating DNA-binding domains{2}	Nuclear receptors with C4 zinc fingers{2.1}	Thyroid hormone receptor-related factors (NR1){2.1.2}	Retinoic acid receptors (NR1B){2.1.2.1}	RAR-alpha (NR1B1){2.1.2.1.1}	RAR-alpha1{2.1.2.1.1.1}:RAR-alpha2{2.1.2.1.1.2}	Nuclear receptor	zf-C4
Rarb	RARB_MOUSE	P22605	Rarb:Nr1b2	Zinc-coordinating DNA-binding domains{2}	Nuclear receptors with C4 zinc fingers{2.1}	Thyroid hormone receptor-related factors (NR1){2.1.2}	Retinoic acid receptors (NR1B){2.1.2.1}	RAR-beta (NR1B2){2.1.2.1.2}	RAR-beta1{2.1.2.1.2.1}:RAR-beta2{2.1.2.1.2.2}:RAR-beta3{2.1.2.1.2.3}:RAR-beta4{2.1.2.1.2.4}	Nuclear receptor	zf-C4
Rarg	RARG_MOUSE	P18911	Rarg:Nr1b3	Zinc-coordinating DNA-binding domains{2}	Nuclear receptors with C4 zinc fingers{2.1}	Thyroid hormone receptor-related factors (NR1){2.1.2}	Retinoic acid receptors (NR1B){2.1.2.1}	RAR-gamma (NR1B3){2.1.2.1.3}	RAR-gamma, isoform 1 (A){2.1.2.1.3.1}:RAR-gamma, isoform 2 (B){2.1.2.1.3.2}:RAR-gamma, isoform 3{2.1.2.1.3.3}	Nuclear receptor	zf-C4
Rfx1	RFX1_MOUSE	P48377	Rfx1	Helix-turn-helix domains{3}	Fork head / winged helix factors{3.3}	RFX-related factors{3.3.3}	RFX1 (EF-C){3.3.3.0.1}	RFX1 (EF-C){3.3.3.0.1}		RFX	RFX_DNA_binding
Rfx3	RFX3_MOUSE	P48381	Rfx3	Helix-turn-helix domains{3}	Fork head / winged helix factors{3.3}	RFX-related factors{3.3.3}	RFX3{3.3.3.0.3}	RFX3{3.3.3.0.3}	RFX3, isoform 1{3.3.3.0.3.1}:RFX3, isoform 2{3.3.3.0.3.2}	RFX	RFX_DNA_binding
Rfx4	RFX4_MOUSE	Q7TNK1	Rfx4	Helix-turn-helix domains{3}	Fork head / winged helix factors{3.3}	RFX-related factors{3.3.3}	RFX4{3.3.3.0.4}	RFX4{3.3.3.0.4}	RFX4, isoform 1{3.3.3.0.4.1}:RFX4, isoform 2{3.3.3.0.4.2}:RFX4, isoform 3{3.3.3.0.4.3}:RFX4, isoform 4{3.3.3.0.4.4}	RFX	RFX_DNA_binding
Rxra	RXRA_MOUSE	P28700	Rxra:Nr2b1	Zinc-coordinating DNA-binding domains{2}	Nuclear receptors with C4 zinc fingers{2.1}	RXR-related receptors (NR2){2.1.3}	Retinoid X receptors (NR2B){2.1.3.1}	RXRalpha (NR2B1){2.1.3.1.1}		Nuclear receptor	zf-C4
